transaction_id,timestamp,amount,merchant,mcc,device_type,latitude,longitude,merchant_risk_level,device_risk_level,hour,day_of_week,month,is_weekend,is_business_hours,anomaly_type,risk_score,is_fraud
TXN00005118,2025-02-07 11:21:00,80.02,Walmart,5411,android-13,36.182912582666646,-84.62934682708088,low,medium,11,4,2,0,1,normal,26.21,0
TXN00029089,2025-08-01 10:05:00,12.33,McDonalds,5814,mobile-web,35.734058925937575,-118.41650639729545,low,high,10,4,8,0,1,normal,28.44,0
TXN00013050,2025-04-05 11:51:00,17.16,McDonalds,5814,ios-16.1,35.70889344203638,-67.85850930598417,low,low,11,5,4,1,1,normal,25.32,0
TXN00007318,2025-02-23 09:17:00,56.88,OnlineGaming,7990,web-chrome,29.690234226205124,-77.4389985535729,high,high,9,6,2,1,1,normal,55.65,0
TXN00027972,2025-07-23 17:53:00,795.71,Casino,7990,mobile-web,26.912330727292748,-104.9899087749613,high,high,17,2,7,0,1,normal,75.86,1
TXN00006347,2025-02-16 10:04:00,68.18,Walmart,5411,ios-15.2,47.605166781221996,-119.6307133447741,low,low,10,6,2,1,1,normal,28.84,0
TXN00011445,2025-03-24 15:20:00,427.94,BestBuy,5732,web-chrome,46.425417206244674,-107.23773775636745,medium,high,15,0,3,0,1,normal,64.0,0
TXN00036090,2025-09-21 14:12:00,603.03,JewelryStore,5944,android-13,26.68896778993506,-69.31318909461378,high,medium,14,6,9,1,1,normal,79.31,1
TXN00037301,2025-09-30 12:09:00,66.08,BestBuy,5732,ios-15.2,30.498817762434772,-121.70826815336844,medium,low,12,1,9,0,1,normal,25.25,0
TXN00027676,2025-07-21 17:34:00,71.53,Shell,5541,web-chrome,38.43468232336937,-92.36937966105889,medium,high,17,0,7,0,1,normal,39.42,0
TXN00011349,2025-03-23 19:29:00,21.05,Target,5411,android-12,44.7582634914662,-110.6995327375093,low,medium,19,6,3,1,0,normal,46.28,0
TXN00045713,2025-11-30 08:37:00,234.67,LuxuryHotel,7011,web-safari,37.51352615201988,-115.89601040937146,high,medium,8,6,11,1,0,normal,74.8,1
TXN00005307,2025-02-08 16:07:00,161.7,GasStation,5541,web-safari,32.958396355752484,-79.36344422078238,medium,medium,16,5,2,1,1,normal,49.08,0
TXN00037022,2025-09-28 11:59:00,116.92,GasStation,5541,ios-16.1,39.693874845932925,-93.4178053377689,medium,low,11,6,9,1,1,normal,39.1,0
TXN00019794,2025-05-25 11:59:00,113.19,Electronics,5732,android-13,32.9941947571817,-104.51653023445735,medium,medium,11,6,5,1,1,normal,45.74,0
TXN00029368,2025-08-03 09:27:00,163.66,GasStation,5541,ios-15.2,45.65732452381127,-67.5381947928764,medium,low,9,6,8,1,1,normal,42.32,0
TXN00001392,2025-01-11 04:47:00,92.6,LuxuryHotel,7011,android-13,31.716457757648396,-120.64983894485721,high,medium,4,5,1,1,0,normal,65.01,0
TXN00038634,2025-10-09 23:51:00,44.66,Walmart,5411,mobile-web,42.786704727293994,-69.98616659008184,low,high,23,3,10,0,0,normal,44.46,0
TXN00007131,2025-02-21 16:41:00,239.13,Electronics,5732,android-13,41.31616174004736,-91.27962454023532,medium,medium,16,4,2,0,1,normal,44.08,0
TXN00007664,2025-02-25 14:05:00,29.78,Target,5411,mobile-web,39.022764337355426,-78.87995054304832,low,high,14,1,2,0,1,normal,29.64,0
TXN00040244,2025-10-21 12:33:00,18.72,Shell,5541,web-chrome,30.066064959640016,-97.74943610494859,medium,high,12,1,10,0,1,normal,35.77,0
TXN00045411,2025-11-27 18:58:00,1389.69,JewelryStore,5944,ios-15.2,33.74166188773868,-86.53707129316403,high,low,18,3,11,0,0,normal,75.86,1
TXN00040080,2025-10-20 08:28:00,200.09,BestBuy,5732,ios-15.2,47.62683075060413,-73.9739275321689,medium,low,8,0,10,0,0,normal,48.28,0
TXN00043679,2025-11-15 11:35:00,18.04,Starbucks,5814,web-chrome,47.084059757230854,-78.94555656352362,low,high,11,5,11,1,1,normal,39.18,0
TXN00003569,2025-01-26 18:31:00,335.75,Electronics,5732,android-13,43.07895055793186,-112.48908083930536,medium,medium,18,6,1,1,0,normal,74.88,1
TXN00022115,2025-06-11 12:41:00,507.07,LuxuryHotel,7011,ios-15.2,36.25803633188971,-108.52770357594072,high,low,12,2,6,0,1,normal,62.07,0
TXN00043789,2025-11-16 09:09:00,27.72,GasStation,5541,ios-16.1,48.410202991541524,-123.04553837963184,medium,low,9,6,11,1,1,normal,32.95,0
TXN00027610,2025-07-21 11:38:00,39.68,Exxon,5541,web-safari,33.384531902624246,-116.9324878285987,medium,medium,11,0,7,0,1,normal,30.32,0
TXN00030865,2025-08-14 05:21:00,715.49,LuxuryHotel,7011,web-safari,39.48683511947998,-92.22381804093368,high,medium,5,3,8,0,0,normal,82.76,1
TXN00022910,2025-06-16 18:02:00,22.47,Target,5411,android-13,46.94917190042923,-87.67678967952921,low,medium,18,0,6,0,0,normal,36.03,0
TXN00026086,2025-07-09 21:37:00,416.26,Electronics,5732,mobile-web,35.19820470785696,-117.86418691704284,medium,high,21,2,7,0,0,normal,76.98,1
TXN00020117,2025-05-27 14:23:00,32.42,Shell,5541,ios-16.1,33.183310088215755,-97.58229657884361,medium,low,14,1,5,0,1,normal,22.93,0
TXN00013192,2025-04-06 10:24:00,88.05,Walmart,5411,ios-16.1,37.24131764261649,-123.5078390634685,low,low,10,6,4,1,1,normal,30.21,0
TXN00031223,2025-08-16 13:42:00,36.81,Shell,5541,web-safari,41.86180140267297,-88.22540417451968,medium,medium,13,5,8,1,1,normal,40.47,0
TXN00029373,2025-08-03 09:56:00,6.55,GasStation,5541,ios-15.2,40.347474774830545,-96.09747591567654,medium,low,9,6,8,1,1,normal,31.49,0
TXN00035099,2025-09-14 13:49:00,229.8,Electronics,5732,mobile-web,46.102245799132646,-99.96091257114703,medium,high,13,6,9,1,1,normal,60.68,0
TXN00036814,2025-09-26 17:47:00,1179.42,BestBuy,5732,android-12,36.38014157955272,-82.33750353993567,medium,medium,17,4,9,0,1,normal,62.07,0
TXN00032988,2025-08-29 13:08:00,39.76,Target,5411,ios-16.1,29.341278756541573,-110.51112586375862,low,low,13,4,8,0,1,normal,16.54,0
TXN00030072,2025-08-08 11:50:00,237.08,BestBuy,5732,android-12,42.086511241282395,-121.45227181121622,medium,medium,11,4,8,0,1,normal,43.94,0
TXN00011519,2025-03-25 09:25:00,45.33,Walmart,5411,android-13,30.94210245006502,-109.28150139514702,low,medium,9,1,3,0,1,normal,23.82,0
TXN00043539,2025-11-14 10:19:00,274.83,Amazon,5999,android-13,48.76597697761201,-68.2088071052857,low,medium,10,4,11,0,1,normal,39.64,0
TXN00031076,2025-08-15 14:10:00,162.95,Electronics,5732,web-chrome,27.264281071142236,-83.06614529092923,medium,high,14,4,8,0,1,normal,45.72,0
TXN00047150,2025-12-10 12:32:00,533.38,LuxuryHotel,7011,ios-16.1,39.39274508999219,-111.5558820560147,high,low,12,2,12,0,1,normal,62.07,0
TXN00029830,2025-08-06 13:12:00,53.93,Shell,5541,ios-15.2,29.706006890320378,-113.14300069235182,medium,low,13,2,8,0,1,normal,24.41,0
TXN00006491,2025-02-17 09:27:00,258.45,Amazon,5999,android-12,33.88840147997821,-105.81358350461032,low,medium,9,0,2,0,1,normal,38.51,0
TXN00034733,2025-09-11 18:09:00,2852.24,Casino,7990,web-safari,44.655187852631265,-108.10991921190863,high,medium,18,3,9,0,0,normal,82.76,1
TXN00048987,2025-12-24 12:37:00,143.32,Amazon,5999,android-12,36.4845760408799,-82.42180984018282,low,medium,12,2,12,0,1,normal,30.57,0
TXN00049368,2025-12-27 11:24:00,10.23,McDonalds,5814,android-12,28.045725781073244,-78.55540276588636,low,medium,11,5,12,1,1,normal,31.74,0
TXN00011220,2025-03-22 21:51:00,14.75,Walmart,5411,android-12,27.77638025399969,-112.54295643969785,low,medium,21,5,3,1,0,normal,45.84,0
TXN00038796,2025-10-11 09:31:00,79.35,Amazon,5999,ios-16.1,47.200372383664714,-103.99936368533665,low,low,9,5,10,1,1,normal,29.61,0
TXN00021219,2025-06-04 14:12:00,5.68,Starbucks,5814,web-safari,42.37096388456746,-117.40272450905175,low,medium,14,2,6,0,1,normal,21.08,0
TXN00002869,2025-01-21 17:02:00,16.04,McDonalds,5814,ios-15.2,43.46130433324719,-121.75172386727047,low,low,17,1,1,0,1,normal,14.9,0
TXN00032331,2025-08-24 15:36:00,107.72,Shell,5541,ios-15.2,38.4287312932787,-108.63045336090282,medium,low,15,6,8,1,1,normal,38.46,0
TXN00042889,2025-11-09 13:43:00,22.26,Starbucks,5814,ios-16.1,47.10360538497024,-95.57993090887942,low,low,13,6,11,1,1,normal,25.67,0
TXN00029670,2025-08-05 11:53:00,93.97,Amazon,5999,android-13,35.87930070031264,-106.23375830890812,low,medium,11,1,8,0,1,normal,27.17,0
TXN00027314,2025-07-19 08:18:00,82.56,Amazon,5999,ios-16.1,36.33005242138604,-88.18563571122789,low,low,8,5,7,1,0,normal,43.62,0
TXN00042166,2025-11-03 20:58:00,136.02,BestBuy,5732,ios-16.1,25.15698841786656,-108.0867032200573,medium,low,20,0,11,0,0,normal,43.86,0
TXN00030561,2025-08-11 17:53:00,40.45,Walmart,5411,web-safari,41.75335614711781,-68.66739763134531,low,medium,17,0,8,0,1,normal,23.48,0
TXN00009335,2025-03-09 14:47:00,18.64,McDonalds,5814,android-13,46.24574427515158,-72.40868704464616,low,medium,14,6,3,1,1,normal,32.32,0
TXN00012713,2025-04-02 17:04:00,9.07,Starbucks,5814,android-12,27.83794388296517,-103.82668872537491,low,medium,17,2,4,0,1,normal,21.32,0
TXN00046132,2025-12-03 06:14:00,50.69,Walmart,5411,ios-16.1,35.698756046995506,-107.14171813717665,low,low,6,2,12,0,0,normal,31.08,0
TXN00003234,2025-01-24 12:07:00,23.77,Starbucks,5814,mobile-web,39.74474301800225,-101.84718053257673,low,high,12,4,1,0,1,normal,29.23,0
TXN00045432,2025-11-28 06:33:00,80.04,OnlineGaming,7990,web-chrome,39.241157107079104,-105.11525904128973,high,high,6,4,11,0,0,normal,60.69,0
TXN00000162,2025-01-02 12:22:00,478.78,Starbucks,7011,web-chrome,35.522164994866365,-92.90314981771311,high,medium,12,3,1,0,1,device_merchant_mismatch,67.5,1
TXN00028002,2025-07-24 07:51:00,9.7,Starbucks,5814,ios-16.1,36.788795602669474,-78.94173136121184,low,low,7,3,7,0,0,normal,28.26,0
TXN00044512,2025-11-21 11:03:00,1094.54,Casino,7990,ios-15.2,40.24055194102711,-115.03011969429477,high,low,11,4,11,0,1,normal,62.07,0
TXN00041484,2025-10-30 06:54:00,229.42,LuxuryHotel,7011,android-13,28.775835835575393,-88.9445418915809,high,medium,6,3,10,0,0,normal,64.1,0
TXN00032065,2025-08-22 15:38:00,255.6,BestBuy,5732,ios-16.1,26.69609006252708,-109.56735287923163,medium,low,15,4,8,0,1,normal,38.32,0
TXN00000786,2025-01-06 17:34:00,53.89,GroceryStore,5411,web-chrome,29.287072885679997,-68.77828771377,low,high,17,0,1,0,1,normal,31.3,0
TXN00029993,2025-08-07 14:48:00,309.47,Electronics,5732,ios-15.2,42.531104596494515,-114.20864731299878,medium,low,14,3,8,0,1,normal,42.03,0
TXN00033679,2025-09-03 14:43:00,1215.7,JewelryStore,5944,ios-16.1,40.10401693415062,-102.8609076907475,high,low,14,2,9,0,1,normal,62.07,0
TXN00005627,2025-02-11 08:24:00,9.96,GroceryStore,5411,android-12,37.67004718203944,-79.29774553253556,low,medium,8,1,2,0,0,normal,35.17,0
TXN00042856,2025-11-09 11:20:00,97.34,Walmart,5411,web-chrome,44.81612980412674,-75.02221700277521,low,high,11,6,11,1,1,normal,44.64,0
TXN00034071,2025-09-06 14:37:00,246.31,LuxuryHotel,7011,web-safari,43.488838683105904,-99.44516608858189,high,medium,14,5,9,1,1,normal,61.81,0
TXN00032759,2025-08-27 17:20:00,53.31,OnlineGaming,7990,mobile-web,30.64362129125454,-82.12660558149057,high,high,17,2,8,0,1,normal,45.06,0
TXN00024436,2025-06-28 12:08:00,44.96,Walmart,5411,web-safari,41.885604532332074,-68.89275799685433,low,medium,12,5,6,1,1,normal,34.14,0
TXN00024340,2025-06-27 14:01:00,34.24,GroceryStore,5411,android-12,47.21000772084206,-84.57140638281948,low,medium,14,4,6,0,1,normal,23.05,0
TXN00041503,2025-10-30 09:22:00,358.52,LuxuryHotel,7011,android-13,41.6980268127477,-95.65074413924515,high,medium,9,3,10,0,1,normal,59.21,0
TXN00007813,2025-02-26 14:29:00,43.06,GasStation,5541,web-safari,45.321026093226415,-93.97330774142988,medium,medium,14,2,2,0,1,normal,30.56,0
TXN00015386,2025-04-22 12:46:00,17.83,Target,5411,ios-15.2,33.35871923647832,-117.89839344637979,low,low,12,1,4,0,1,normal,15.02,0
TXN00001647,2025-01-12 18:56:00,64.54,Walmart,5411,android-12,48.735224641866054,-76.93591743598431,low,medium,18,6,1,1,0,normal,49.28,0
TXN00019907,2025-05-26 09:21:00,39.8,Walmart,5411,mobile-web,34.34813294163395,-71.99008540849542,low,high,9,0,5,0,1,normal,30.33,0
TXN00012694,2025-04-02 15:32:00,968.88,Casino,7990,android-12,27.58062298861522,-88.93442796711821,high,medium,15,2,4,0,1,normal,68.97,0
TXN00007603,2025-02-25 08:06:00,63.26,GasStation,5541,ios-16.1,43.9557356344578,-70.61864527680316,medium,low,8,1,2,0,0,normal,38.85,0
TXN00045809,2025-11-30 18:07:00,3.15,McDonalds,5814,android-13,42.70953335761541,-78.75525801766781,low,medium,18,6,11,1,0,normal,45.04,0
TXN00022080,2025-06-11 09:45:00,696.91,LuxuryHotel,7011,ios-16.1,42.101424772830676,-69.33825568330613,high,low,9,2,6,0,1,normal,62.07,0
TXN00015146,2025-04-20 15:20:00,64.78,Exxon,5541,ios-15.2,36.8830559526222,-110.42856703111008,medium,low,15,6,4,1,1,normal,35.5,0
TXN00027586,2025-07-21 09:00:00,317.83,LuxuryHotel,7011,mobile-web,33.9700819979226,-101.43651184023996,high,high,9,0,7,0,1,normal,63.3,0
TXN00046363,2025-12-04 16:27:00,29.23,Target,5411,android-12,32.97601490901219,-95.62392702431801,low,medium,16,3,12,0,1,normal,22.71,0
TXN00031479,2025-08-18 12:31:00,116.97,Amazon,5999,mobile-web,47.01610849557875,-99.68354574905385,low,high,12,0,8,0,1,normal,35.65,0
TXN00009066,2025-03-07 14:47:00,45.56,Amazon,5999,mobile-web,35.72649028752853,-102.93634508749356,low,high,14,4,3,0,1,normal,30.73,0
TXN00011404,2025-03-24 11:25:00,472.22,JewelryStore,5944,ios-15.2,45.04887149336332,-92.07799507506593,high,low,11,0,3,0,1,normal,60.15,0
TXN00003649,2025-01-27 13:05:00,82.86,GasStation,5541,web-safari,29.113107053566416,-71.8580609350812,medium,medium,13,0,1,0,1,normal,33.3,0
TXN00037675,2025-10-02 21:14:00,19.29,Walmart,5411,android-13,33.27069960913957,-98.83441951102176,low,medium,21,3,10,0,0,normal,35.81,0
TXN00030068,2025-08-08 11:35:00,36.06,GasStation,5541,ios-16.1,35.040291045305096,-105.62353059764041,medium,low,11,4,8,0,1,normal,23.18,0
TXN00003111,2025-01-23 14:09:00,422.01,JewelryStore,5944,android-13,31.757422106674667,-116.21893308916587,high,medium,14,3,1,0,1,normal,63.59,0
TXN00031662,2025-08-19 15:31:00,6.56,Starbucks,5814,web-chrome,35.52270264717515,-106.57008091244644,low,high,15,1,8,0,1,normal,28.04,0
TXN00022147,2025-06-11 14:59:00,196.93,LuxuryHotel,7011,ios-15.2,37.955232125333374,-116.5541261566425,high,low,14,2,6,0,1,normal,41.17,0
TXN00021759,2025-06-08 20:51:00,91.14,Target,5411,web-chrome,27.141971625957805,-80.37906739272418,low,high,20,6,6,1,0,normal,58.01,0
TXN00044246,2025-11-19 13:25:00,10.85,McDonalds,5814,android-13,62.32112702126828,-177.67206363541968,low,medium,13,2,11,0,1,geographic,21.44,1
TXN00017067,2025-05-05 10:53:00,103.68,Exxon,5541,web-chrome,46.09487923141448,-86.90576526364919,medium,high,10,0,5,0,1,normal,41.63,0
TXN00002152,2025-01-16 13:42:00,214.48,OnlineGaming,7990,web-safari,38.93599016811132,-94.92989151343714,high,medium,13,3,1,0,1,normal,49.27,0
TXN00035347,2025-09-16 08:59:00,61.08,GasStation,5541,android-12,38.69410993212214,-102.86077244243556,medium,medium,8,1,9,0,0,normal,45.59,0
TXN00029623,2025-08-05 02:13:00,122.73,Casino,7990,web-safari,27.636233284431974,-78.30365815323069,high,medium,2,1,8,0,0,normal,56.74,0
TXN00024619,2025-06-29 14:56:00,719.51,Casino,7990,android-13,41.64953044647103,-92.63657215230991,high,medium,14,6,6,1,1,normal,79.31,1
TXN00004088,2025-01-30 14:48:00,92.46,Walmart,5411,web-safari,38.04489502154768,-107.84414894874556,low,medium,14,3,1,0,1,normal,27.07,0
TXN00005688,2025-02-11 14:59:00,42.8,Shell,5541,android-12,45.62106207592983,-88.20239538666141,medium,medium,14,1,2,0,1,normal,30.54,0
TXN00029523,2025-08-04 12:14:00,71.45,Exxon,5541,android-12,39.257011015615625,-95.087570981626,medium,medium,12,0,8,0,1,normal,32.51,0
TXN00028435,2025-07-27 13:17:00,23.96,Target,5411,web-chrome,44.33230514863364,-88.30644659103265,low,high,13,6,7,1,1,normal,39.58,0
TXN00030605,2025-08-12 09:58:00,44.16,Exxon,5541,ios-16.1,48.574441165563286,-83.39578193310149,medium,low,9,1,8,0,1,normal,23.74,0
TXN00045680,2025-11-29 17:50:00,18.29,GasStation,5541,ios-15.2,35.494135043636305,-77.03340497318024,medium,low,17,5,11,1,1,normal,32.3,0
TXN00015927,2025-04-26 12:29:00,56.6,Shell,5541,android-12,27.94913006245475,-72.76345094375985,medium,medium,12,5,4,1,1,normal,41.83,0
TXN00038481,2025-10-08 18:28:00,82.88,Amazon,5999,ios-16.1,27.820255338354926,-104.91009264128793,low,low,18,2,10,0,0,normal,33.3,0
TXN00011731,2025-03-26 15:51:00,20.59,McDonalds,5814,web-chrome,48.1046767315608,-120.50833708155072,low,high,15,2,3,0,1,normal,29.01,0
TXN00032787,2025-08-27 20:40:00,50.88,McDonalds,5814,android-13,28.980445699113965,-88.79598709812217,low,medium,20,2,8,0,0,normal,37.99,0
TXN00045880,2025-12-01 11:42:00,743.83,LuxuryHotel,7011,web-chrome,32.956425804907056,-107.34647857632488,high,high,11,0,12,0,1,normal,75.86,1
TXN00017648,2025-05-09 18:04:00,1099.62,Electronics,5732,web-safari,43.424377960125014,-104.73563297482256,medium,medium,18,4,5,0,0,normal,75.86,1
TXN00018415,2025-05-15 12:15:00,29.48,Shell,5541,android-13,41.21106445628377,-87.22120505613321,medium,medium,12,3,5,0,1,normal,29.62,0
TXN00004669,2025-02-03 17:24:00,28.34,GasStation,5541,android-13,33.629558163173726,-118.18162952141846,medium,medium,17,0,2,0,1,normal,29.54,0
TXN00004099,2025-01-30 15:35:00,67.79,GasStation,5541,mobile-web,47.71636466422586,-107.52490680770428,medium,high,15,3,1,0,1,normal,39.16,0
TXN00008305,2025-03-02 05:24:00,19.24,Amazon,5999,web-chrome,34.50101123917813,-114.7130821088041,low,high,5,6,3,1,0,normal,53.05,0
TXN00001357,2025-01-10 16:25:00,172.22,Casino,7990,ios-15.2,32.277993344999224,-80.77584030766175,high,low,16,4,1,0,1,normal,39.46,0
TXN00037879,2025-10-04 13:43:00,121.71,Amazon,5999,ios-16.1,46.95584321105645,-81.50180522602696,low,low,13,5,10,1,1,normal,32.53,0
TXN00010471,2025-03-17 16:00:00,685.32,LuxuryHotel,7011,ios-16.1,36.16795306450632,-106.56647102805708,high,low,16,0,3,0,1,normal,62.07,0
TXN00003589,2025-01-26 22:26:00,698.81,JewelryStore,5944,mobile-web,29.047194150642024,-78.69891206125976,high,high,22,6,1,1,0,normal,100.0,1
TXN00020470,2025-05-30 10:05:00,165.92,BestBuy,5732,ios-16.1,32.18513513291215,-70.98780981756136,medium,low,10,4,5,0,1,normal,32.13,0
TXN00001745,2025-01-13 15:34:00,6.73,McDonalds,5814,ios-16.1,48.745680068928166,-95.09528621022766,low,low,15,0,1,0,1,normal,14.26,0
TXN00046059,2025-12-02 15:05:00,1023.18,LuxuryHotel,7011,mobile-web,37.15154310776615,-102.54519423361265,high,high,15,1,12,0,1,normal,75.86,1
TXN00019041,2025-05-20 07:05:00,97.88,Walmart,5411,ios-15.2,47.18613242655384,-98.06439140123014,low,low,7,1,5,0,0,normal,34.34,0
TXN00043751,2025-11-15 18:19:00,11.43,Starbucks,5814,mobile-web,27.583818423879386,-88.66175052816712,low,high,18,5,11,1,0,normal,52.51,0
TXN00044792,2025-11-23 10:24:00,121.02,OnlineGaming,7990,android-13,38.901721162190626,-93.79130856552541,high,medium,10,6,11,1,1,normal,53.17,0
TXN00028409,2025-07-27 11:53:00,11.13,Starbucks,5814,web-chrome,37.42877030951877,-81.48096616518167,low,high,11,6,7,1,1,normal,38.7,0
TXN00001148,2025-01-09 12:39:00,35.98,GasStation,5541,android-12,42.16908754719045,-76.97249500589297,medium,medium,12,3,1,0,1,normal,30.07,0
TXN00014682,2025-04-17 12:20:00,21.62,Starbucks,5814,web-chrome,37.54460984958026,-79.07186832274101,low,high,12,3,4,0,1,normal,29.08,0
TXN00033238,2025-08-31 13:08:00,50.81,GasStation,5541,ios-16.1,32.87591668958804,-85.37118998600954,medium,low,13,6,8,1,1,normal,34.54,0
TXN00011342,2025-03-23 17:57:00,26.93,Walmart,5411,android-13,43.549355333538486,-67.14237831438666,low,medium,17,6,3,1,1,normal,32.89,0
TXN00041380,2025-10-29 11:03:00,118.4,Amazon,5999,web-chrome,40.42187304557617,-93.19110500596547,low,high,11,2,10,0,1,normal,35.75,0
TXN00017912,2025-05-11 16:41:00,724.18,Casino,7990,web-chrome,45.7190222455099,-92.39443842572337,high,high,16,6,5,1,1,normal,86.21,1
TXN00000254,2025-01-03 05:06:00,215.65,LuxuryHotel,7011,web-safari,48.052616624836844,-99.72484304464464,high,medium,5,4,1,0,0,normal,63.15,0
TXN00045057,2025-11-25 07:52:00,192.91,OnlineGaming,7990,android-13,35.01401822047293,-110.39338938873294,high,medium,7,1,11,0,0,normal,61.58,0
TXN00043765,2025-11-15 22:21:00,1569.6,Casino,7990,web-safari,38.397749463094996,-102.69534750349655,high,medium,22,5,11,1,0,normal,93.1,1
TXN00024928,2025-07-01 17:25:00,48.91,Exxon,5541,android-13,47.01062844396647,-90.33964932130559,medium,medium,17,1,7,0,1,normal,30.96,0
TXN00038762,2025-10-10 18:40:00,617.44,Casino,7990,android-13,37.83344378923775,-73.73128060613911,high,medium,18,4,10,0,0,normal,82.76,1
TXN00012578,2025-04-01 15:31:00,374.46,BestBuy,5732,web-chrome,27.81237152358746,-107.4313116202243,medium,high,15,1,4,0,1,normal,60.31,0
TXN00046592,2025-12-06 12:48:00,275.98,BestBuy,5732,mobile-web,48.483774622901635,-83.88885025810927,medium,high,12,5,12,1,1,normal,63.86,0
TXN00009930,2025-03-13 18:09:00,6.37,Starbucks,5814,web-chrome,40.27613405597741,-113.56474720470335,low,high,18,3,3,0,0,normal,41.82,0
TXN00042945,2025-11-09 18:34:00,3.41,Shell,5541,ios-16.1,39.10328640566115,-90.1241946693332,medium,low,18,6,11,1,0,normal,45.06,0
TXN00031912,2025-08-21 12:29:00,27.75,GroceryStore,5411,ios-15.2,40.020821928305764,-121.28018014500847,low,low,12,3,8,0,1,normal,15.71,0
TXN00045319,2025-11-27 09:16:00,48.27,Shell,5541,ios-15.2,48.330574338330564,-114.65645187925722,medium,low,9,3,11,0,1,normal,24.02,0
TXN00003193,2025-01-24 06:28:00,21.5,GasStation,5541,android-13,35.53305366173125,-109.06482010081307,medium,medium,6,4,1,0,0,normal,42.86,0
TXN00037492,2025-10-01 16:03:00,65.79,Target,5411,mobile-web,39.72405269169185,-67.7989613934768,low,high,16,2,10,0,1,normal,32.12,0
TXN00033393,2025-09-01 13:05:00,9.64,Walmart,5411,android-13,36.0133646301268,-78.09154237971234,low,medium,13,0,9,0,1,normal,21.35,0
TXN00048853,2025-12-23 13:00:00,1.8,Starbucks,5814,android-12,44.1820649228544,-78.7599133202622,low,medium,13,1,12,0,1,normal,20.81,0
TXN00026805,2025-07-15 11:12:00,62.73,Exxon,5541,mobile-web,48.229013855064196,-106.30973262924553,medium,high,11,1,7,0,1,normal,38.81,0
TXN00003284,2025-01-24 16:35:00,1539.56,Casino,7990,web-chrome,34.339740078817414,-121.9379083514574,high,high,16,4,1,0,1,normal,75.86,1
TXN00035265,2025-09-15 14:56:00,138.2,Target,5411,mobile-web,27.884631295259695,-105.11045458426858,low,high,14,0,9,0,1,normal,37.12,0
TXN00016741,2025-05-02 15:34:00,15.55,Shell,5541,web-chrome,44.19037544505409,-72.250029735536,medium,high,15,4,5,0,1,normal,35.56,0
TXN00045061,2025-11-25 08:46:00,10.91,Starbucks,5814,ios-16.1,34.13600004157458,-119.22492297943218,low,low,8,1,11,0,0,normal,28.34,0
TXN00018163,2025-05-13 15:21:00,229.96,LuxuryHotel,7011,android-13,36.07669603780291,-122.63119110256032,high,medium,15,1,5,0,1,normal,50.34,0
TXN00047845,2025-12-15 16:18:00,15.44,Starbucks,5814,ios-15.2,25.14682134086928,-106.54212688711883,low,low,16,0,12,0,1,normal,14.86,0
TXN00023549,2025-06-21 15:44:00,1117.57,JewelryStore,5944,android-12,40.14654418647906,-96.78513992783087,high,medium,15,5,6,1,1,normal,79.31,1
TXN00031192,2025-08-16 11:56:00,224.99,Electronics,5732,web-safari,36.93376865956475,-68.90223340014464,medium,medium,11,5,8,1,1,normal,53.45,0
TXN00006384,2025-02-16 12:57:00,8.31,Target,5411,android-12,33.22807174949949,-69.98505924952076,low,medium,12,6,2,1,1,normal,31.61,0
TXN00041925,2025-11-02 12:05:00,14.62,Starbucks,5814,android-12,37.1552691737612,-123.84797579993723,low,medium,12,6,11,1,1,normal,32.04,0
TXN00015920,2025-04-26 11:40:00,58.11,GasStation,5541,ios-15.2,25.928532707364692,-84.04547071150016,medium,low,11,5,4,1,1,normal,35.04,0
TXN00012465,2025-03-31 18:29:00,456.19,Electronics,5732,ios-15.2,35.429879687163606,-79.56472975623142,medium,low,18,0,3,0,0,normal,65.94,0
TXN00037208,2025-09-29 15:40:00,33.1,GasStation,5541,ios-15.2,44.24667995540746,-96.3372770377961,medium,low,15,0,9,0,1,normal,22.97,0
TXN00010228,2025-03-15 23:02:00,111.61,LuxuryHotel,7011,android-12,30.097273098738924,-107.04088238650326,high,medium,23,5,3,1,0,normal,66.32,0
TXN00019878,2025-05-25 20:10:00,674.31,JewelryStore,5944,android-13,30.772399243172853,-101.80948101384458,high,medium,20,6,5,1,0,normal,93.1,1
TXN00041820,2025-11-01 13:59:00,55.69,Shell,5541,mobile-web,43.6618424630349,-110.76309483698546,medium,high,13,5,11,1,1,normal,48.67,0
TXN00022521,2025-06-14 10:13:00,33.66,GasStation,5541,web-safari,35.82445264163715,-75.99842678652824,medium,medium,10,5,6,1,1,normal,40.25,0
TXN00037928,2025-10-04 18:52:00,320.44,LuxuryHotel,7011,android-12,41.46604679026305,-69.35168260152727,high,medium,18,5,10,1,0,normal,80.72,1
TXN00039054,2025-10-12 17:06:00,862.57,Casino,7990,web-chrome,35.08140896301279,-76.09263516539073,high,high,17,6,10,1,1,normal,86.21,1
TXN00017931,2025-05-11 21:12:00,30.92,Amazon,5999,android-12,42.34816713907287,-76.85284617527546,low,medium,21,6,5,1,0,normal,46.96,0
TXN00016540,2025-05-01 07:41:00,3.77,Target,5411,web-safari,45.19274004761999,-100.62296542658912,low,medium,7,3,5,0,0,normal,34.74,0
TXN00019754,2025-05-24 22:51:00,35.24,GroceryStore,5411,ios-16.1,26.210215053736576,-103.28178400849521,low,low,22,5,5,1,0,normal,40.36,0
